basvuru_id,kanal,urun_tipi,il,ay,yas,aylik_gelir_tl,talep_tutar_tl,kredi_skoru,basvuru,degerlendirme,onay,kullanim,son_asama,red_nedeni,degerlendirme_sure_gun,onay_sure_gun,toplam_sure_gun
BAS00192,Mobil,İşletme Kredisi,Ankara,2024-12,50,38812,304989,496,1,0,0,0,Başvuru,,,,0.5
BAS00193,İnternet,İhtiyaç Kredisi,İstanbul,2024-06,41,34540,157637,502,1,1,1,1,Kullanım,,2.3,0.5,3.0
BAS00194,Mobil,Konut Kredisi,Konya,2024-06,33,24539,1862883,559,1,0,0,0,Başvuru,,,,0.3
BAS00195,Şube,İşletme Kredisi,Adana,2024-08,33,18700,460790,513,1,1,1,1,Kullanım,,1.6,0.6,2.6
BAS00196,Mobil,Konut Kredisi,Gaziantep,2024-12,37,31773,1717425,553,1,0,0,0,Başvuru,,,,0.2
BAS00197,Şube,Konut Kredisi,Bursa,2024-12,29,52305,1762348,646,1,0,0,0,Başvuru,,,,0.2
BAS00198,Mobil,İhtiyaç Kredisi,İzmir,2024-09,40,10340,70430,483,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.2,,1.4
BAS00199,Şube,Taşıt Kredisi,Antalya,2024-05,33,27883,409465,580,1,1,1,1,Kullanım,,1.2,0.5,1.9
BAS00200,Mobil,Taşıt Kredisi,Konya,2024-01,25,8000,618291,333,1,0,0,0,Başvuru,,,,0.3
BAS00201,Mobil,İşletme Kredisi,Bursa,2024-09,21,31304,432103,432,1,0,0,0,Başvuru,,,,0.4
BAS00202,Mobil,İhtiyaç Kredisi,Gaziantep,2024-08,33,22618,30064,460,1,0,0,0,Başvuru,,,,0.2
BAS00203,Şube,İhtiyaç Kredisi,Ankara,2024-02,56,33200,137355,623,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.1,,1.6
BAS00204,Mobil,İhtiyaç Kredisi,Konya,2024-05,61,36189,168515,614,1,1,1,0,Onaylandı,,0.8,0.9,2.1
BAS00205,Şube,Konut Kredisi,Antalya,2024-08,38,44362,1599622,729,1,1,1,1,Kullanım,,1.0,0.1,1.3
BAS00206,Mobil,İhtiyaç Kredisi,İzmir,2024-05,24,20365,91403,501,1,1,1,1,Kullanım,,1.9,0.6,2.7
BAS00207,Şube,Taşıt Kredisi,Adana,2024-03,46,26383,273401,553,1,1,1,1,Kullanım,,1.4,0.2,1.9
BAS00208,Şube,Taşıt Kredisi,Antalya,2024-08,39,8000,382660,438,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.8,,1.9
BAS00209,Mobil,İhtiyaç Kredisi,Konya,2024-09,41,16027,189687,317,1,0,0,0,Başvuru,,,,0.5
BAS00210,Şube,Konut Kredisi,Bursa,2024-01,28,46845,1806104,453,1,1,1,1,Kullanım,,1.4,0.6,2.3
BAS00211,Çağrı Merkezi,Taşıt Kredisi,İzmir,2024-05,21,27587,463880,467,1,1,0,0,Değerlendirme,Eksik Belge,2.9,,3.3
BAS00212,Mobil,İhtiyaç Kredisi,İzmir,2024-02,27,30764,232880,555,1,1,1,0,Onaylandı,,1.4,0.9,2.6
BAS00213,Mobil,İhtiyaç Kredisi,Antalya,2024-03,26,40918,207924,472,1,0,0,0,Başvuru,,,,0.4
BAS00214,Mobil,İhtiyaç Kredisi,Gaziantep,2024-12,30,18069,143459,437,1,1,1,0,Onaylandı,,2.0,0.9,3.2
BAS00215,Mobil,Konut Kredisi,Konya,2024-05,44,29177,1774911,585,1,1,1,1,Kullanım,,1.2,1.1,2.6
BAS00216,Mobil,İhtiyaç Kredisi,Antalya,2024-02,33,18970,73976,387,1,0,0,0,Başvuru,,,,0.1
BAS00217,İnternet,İhtiyaç Kredisi,Konya,2024-06,51,66944,170058,562,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.7,,1.8
BAS00218,Şube,İhtiyaç Kredisi,Adana,2024-06,32,8000,80198,623,1,1,1,0,Onaylandı,,1.9,1.1,3.1
BAS00219,Şube,İhtiyaç Kredisi,Antalya,2024-07,61,35671,10000,625,1,1,1,1,Kullanım,,1.4,0.9,2.4
BAS00220,Şube,İhtiyaç Kredisi,Adana,2024-01,48,41645,241033,794,1,1,1,1,Kullanım,,1.2,0.6,2.2
BAS00221,Mobil,Taşıt Kredisi,Gaziantep,2024-05,21,8000,456183,345,1,1,1,1,Kullanım,,2.4,1.3,4.1
BAS00222,Şube,Taşıt Kredisi,Konya,2024-04,41,43712,502581,500,1,1,1,1,Kullanım,,1.2,0.7,2.3
BAS00223,Şube,İhtiyaç Kredisi,Bursa,2024-12,21,37995,160898,531,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.2,,1.6
BAS00224,Mobil,Konut Kredisi,Adana,2024-02,25,20058,1639238,360,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.2,,2.6
BAS00225,Şube,Taşıt Kredisi,Adana,2024-02,48,34406,340022,475,1,1,1,1,Kullanım,,1.5,0.4,2.1
BAS00226,Mobil,Taşıt Kredisi,İzmir,2024-02,44,8000,378991,518,1,0,0,0,Başvuru,,,,0.2
BAS00227,Şube,Konut Kredisi,İstanbul,2024-01,31,52070,1844936,563,1,1,0,0,Değerlendirme,Eksik Belge,1.0,,1.3
BAS00228,İnternet,Konut Kredisi,Ankara,2024-06,36,8000,1873934,369,1,1,1,1,Kullanım,,1.5,0.4,2.1
BAS00229,İnternet,Konut Kredisi,Adana,2024-06,51,8000,1822947,586,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.9,,2.1
BAS00230,İnternet,İhtiyaç Kredisi,Ankara,2024-06,61,52702,269834,685,1,0,0,0,Başvuru,,,,0.3
BAS00231,Mobil,İşletme Kredisi,Ankara,2024-08,34,37671,323675,588,1,1,1,1,Kullanım,,1.8,0.6,2.7
BAS00232,Şube,İhtiyaç Kredisi,Adana,2024-10,25,34095,133515,659,1,1,1,1,Kullanım,,1.2,0.2,1.6
BAS00233,Mobil,İhtiyaç Kredisi,Bursa,2024-11,51,14885,235978,416,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.1,,2.4
BAS00234,Şube,Taşıt Kredisi,Antalya,2024-02,20,15182,378437,334,1,1,1,1,Kullanım,,1.9,0.7,3.1
BAS00235,İnternet,Taşıt Kredisi,İzmir,2024-06,58,26904,380187,672,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.5,,1.8
BAS00236,İnternet,İhtiyaç Kredisi,İzmir,2024-01,55,43591,156215,659,1,1,1,1,Kullanım,,1.4,0.8,2.3
BAS00237,Mobil,Konut Kredisi,Konya,2024-10,60,66444,1839227,795,1,1,1,1,Kullanım,,1.7,0.8,2.8
BAS00238,Mobil,İhtiyaç Kredisi,Ankara,2024-05,60,18282,10000,679,1,1,1,1,Kullanım,,2.5,0.6,3.2
BAS00239,Mobil,Konut Kredisi,Adana,2024-08,25,25674,1639842,454,1,1,1,1,Kullanım,,2.5,0.3,3.2
BAS00240,Mobil,İhtiyaç Kredisi,Ankara,2024-06,57,38983,66949,630,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.6,,1.9
BAS00241,Çağrı Merkezi,İhtiyaç Kredisi,İzmir,2024-04,26,29066,144159,425,1,1,1,0,Onaylandı,,2.8,0.9,3.9
BAS00242,Mobil,Konut Kredisi,Antalya,2024-03,43,19189,1736695,414,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.3,,1.6
BAS00243,Mobil,Taşıt Kredisi,İstanbul,2024-08,38,33703,292646,610,1,1,0,0,Değerlendirme,Yaş Sınırı,1.3,,1.6
BAS00244,Mobil,Taşıt Kredisi,Konya,2024-06,41,37344,442589,561,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.6,,2.0
BAS00245,Çağrı Merkezi,Taşıt Kredisi,Antalya,2024-01,29,8834,425693,422,1,1,0,0,Değerlendirme,Yaş Sınırı,2.4,,2.7
BAS00246,Şube,Konut Kredisi,Bursa,2024-07,52,51652,1750934,659,1,1,1,1,Kullanım,,1.7,0.9,2.9
BAS00247,Mobil,Taşıt Kredisi,Gaziantep,2024-02,48,23712,356393,707,1,1,1,1,Kullanım,,2.3,1.0,3.6
BAS00248,Şube,İşletme Kredisi,Adana,2024-05,39,46528,362318,628,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.5,,1.7
BAS00249,İnternet,İhtiyaç Kredisi,Gaziantep,2024-03,62,32030,10000,615,1,1,1,1,Kullanım,,2.7,0.6,3.8
BAS00250,Şube,İhtiyaç Kredisi,İstanbul,2024-12,53,22071,238445,720,1,1,1,1,Kullanım,,1.1,0.5,2.0
BAS00251,Şube,Konut Kredisi,Bursa,2024-05,34,29624,1865379,584,1,1,1,1,Kullanım,,1.5,0.3,2.0
BAS00252,Şube,Konut Kredisi,İzmir,2024-02,48,27992,1931558,521,1,1,0,0,Değerlendirme,Yaş Sınırı,1.4,,1.7
BAS00253,Mobil,İhtiyaç Kredisi,Adana,2024-08,31,13447,76801,619,1,1,1,1,Kullanım,,0.9,1.2,2.6
BAS00254,Şube,İhtiyaç Kredisi,İzmir,2024-12,21,8000,156818,554,1,1,1,1,Kullanım,,1.7,0.7,2.8
BAS00255,Mobil,İhtiyaç Kredisi,Bursa,2024-12,40,56545,154205,481,1,1,1,1,Kullanım,,2.7,0.9,4.1
BAS00256,Şube,Taşıt Kredisi,Antalya,2024-11,32,8000,354531,527,1,1,1,1,Kullanım,,0.9,0.3,1.4
BAS00257,Mobil,İhtiyaç Kredisi,Ankara,2024-01,24,8175,150739,300,1,1,1,1,Kullanım,,1.1,1.1,2.4
BAS00258,Mobil,Taşıt Kredisi,Adana,2024-04,57,43503,506329,630,1,1,1,1,Kullanım,,1.5,0.3,2.0
BAS00259,Mobil,Taşıt Kredisi,İstanbul,2024-12,20,25743,344875,543,1,1,0,0,Değerlendirme,Yaş Sınırı,1.5,,1.9
BAS00260,Mobil,İhtiyaç Kredisi,İstanbul,2024-08,26,44569,150581,585,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.2,,1.6
BAS00261,İnternet,İhtiyaç Kredisi,Bursa,2024-12,34,15153,95575,502,1,0,0,0,Başvuru,,,,0.5
BAS00262,Mobil,İhtiyaç Kredisi,Adana,2024-01,22,15256,107362,469,1,1,0,0,Değerlendirme,Eksik Belge,2.1,,2.5
BAS00263,Mobil,Taşıt Kredisi,İstanbul,2024-07,43,38260,532412,534,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.2,,2.6
BAS00264,İnternet,İşletme Kredisi,Ankara,2024-04,20,21715,501988,503,1,1,1,1,Kullanım,,1.7,0.9,2.8
BAS00265,Şube,Konut Kredisi,Antalya,2024-04,43,45176,1702946,584,1,1,1,1,Kullanım,,1.2,0.3,1.8
BAS00266,Şube,Konut Kredisi,İstanbul,2024-04,26,19866,1791229,527,1,1,0,0,Değerlendirme,Teminat Yetersiz,0.9,,1.3
BAS00267,Şube,Taşıt Kredisi,Bursa,2024-05,42,39787,393711,720,1,1,1,1,Kullanım,,1.2,0.9,2.6
BAS00268,Şube,İhtiyaç Kredisi,İzmir,2024-02,45,18520,163071,410,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.0,,2.4
BAS00269,İnternet,İşletme Kredisi,Ankara,2024-05,47,26790,480160,730,1,0,0,0,Başvuru,,,,0.4
BAS00270,Şube,İşletme Kredisi,Adana,2024-05,31,56305,433938,679,1,1,1,1,Kullanım,,2.5,0.4,3.1
BAS00271,Mobil,Taşıt Kredisi,Konya,2024-10,58,8000,363205,456,1,0,0,0,Başvuru,,,,0.3
BAS00272,Şube,İşletme Kredisi,Konya,2024-11,35,11406,490098,420,1,1,0,0,Değerlendirme,Yaş Sınırı,1.7,,1.8
BAS00273,Şube,Konut Kredisi,İstanbul,2024-08,34,31165,1889726,386,1,1,1,1,Kullanım,,1.4,0.4,2.3
BAS00274,Şube,İhtiyaç Kredisi,Bursa,2024-06,27,19446,149505,487,1,1,1,1,Kullanım,,0.4,1.0,1.6
BAS00275,Mobil,İşletme Kredisi,Konya,2024-09,20,20018,452229,319,1,0,0,0,Başvuru,,,,0.2
BAS00276,Mobil,İşletme Kredisi,Bursa,2024-02,37,38541,450005,478,1,1,1,1,Kullanım,,1.0,0.8,2.2
BAS00277,Mobil,Taşıt Kredisi,Adana,2024-03,61,46892,455785,713,1,1,1,1,Kullanım,,1.4,1.1,2.7
BAS00278,İnternet,Taşıt Kredisi,Konya,2024-05,60,39993,352951,668,1,1,0,0,Değerlendirme,Yaş Sınırı,2.7,,2.9
BAS00279,Mobil,Taşıt Kredisi,Adana,2024-02,26,29254,263708,570,1,1,1,1,Kullanım,,1.7,0.9,3.1
BAS00280,Mobil,Konut Kredisi,Gaziantep,2024-02,21,33518,1811936,360,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.8,,1.1
BAS00281,Şube,Konut Kredisi,Ankara,2024-11,35,8000,1925147,699,1,1,0,0,Değerlendirme,Eksik Belge,0.7,,0.8
BAS00282,Mobil,Taşıt Kredisi,İstanbul,2024-01,35,22909,326240,461,1,1,1,1,Kullanım,,2.2,0.4,2.8
BAS00283,Mobil,İhtiyaç Kredisi,İstanbul,2024-12,33,37541,142360,547,1,1,1,1,Kullanım,,1.5,1.5,3.1
BAS00284,İnternet,İşletme Kredisi,İstanbul,2024-03,37,16716,407326,397,1,1,1,1,Kullanım,,2.2,0.9,3.2
BAS00285,Mobil,Taşıt Kredisi,Gaziantep,2024-06,47,57167,370285,578,1,1,0,0,Değerlendirme,Eksik Belge,1.1,,1.4
BAS00286,Mobil,Taşıt Kredisi,Bursa,2024-04,46,37223,447117,439,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.6,,3.0
BAS00287,Mobil,İhtiyaç Kredisi,Antalya,2024-12,58,17668,107560,625,1,1,0,0,Değerlendirme,Eksik Belge,2.4,,2.5
BAS00288,İnternet,İhtiyaç Kredisi,Konya,2024-02,56,28240,22270,585,1,1,1,1,Kullanım,,2.5,0.9,3.7
BAS00289,İnternet,İhtiyaç Kredisi,Adana,2024-09,48,49751,232278,755,1,0,0,0,Başvuru,,,,0.3
BAS00290,İnternet,İhtiyaç Kredisi,Gaziantep,2024-11,56,40729,198290,654,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.5,,2.9
BAS00291,Mobil,İhtiyaç Kredisi,İstanbul,2024-12,51,45220,32172,668,1,1,1,1,Kullanım,,1.1,0.6,2.1
BAS00292,İnternet,İhtiyaç Kredisi,İstanbul,2024-09,27,26072,60371,452,1,0,0,0,Başvuru,,,,0.4
BAS00293,Mobil,Konut Kredisi,Adana,2024-07,42,47297,1819757,621,1,1,1,1,Kullanım,,1.4,0.6,2.3
BAS00294,Çağrı Merkezi,Konut Kredisi,Gaziantep,2024-10,57,24855,1811042,729,1,0,0,0,Başvuru,,,,0.5
BAS00295,Şube,Konut Kredisi,Bursa,2024-04,27,34289,1741556,563,1,1,1,1,Kullanım,,1.7,0.4,2.5
BAS00296,Şube,İşletme Kredisi,Gaziantep,2024-10,27,30907,349661,325,1,1,1,1,Kullanım,,0.6,0.6,1.7
BAS00297,Mobil,İhtiyaç Kredisi,Adana,2024-06,55,16126,89852,639,1,1,1,1,Kullanım,,2.6,1.3,4.0
BAS00298,Mobil,İhtiyaç Kredisi,Adana,2024-05,51,47924,124335,648,1,1,1,1,Kullanım,,2.8,0.5,3.7
BAS00299,Şube,Konut Kredisi,İzmir,2024-11,39,33426,1715281,672,1,1,1,1,Kullanım,,1.3,0.2,1.9
BAS00300,Şube,Konut Kredisi,Konya,2024-02,28,26411,1894170,533,1,1,1,1,Kullanım,,1.1,0.6,2.2
BAS00301,İnternet,İhtiyaç Kredisi,Adana,2024-09,24,26787,155757,463,1,1,1,1,Kullanım,,2.1,0.8,3.2
BAS00302,Mobil,İhtiyaç Kredisi,Bursa,2024-03,21,27576,182127,375,1,1,1,0,Onaylandı,,2.2,0.4,3.1
BAS00303,İnternet,İşletme Kredisi,Konya,2024-04,57,8000,541193,527,1,1,0,0,Değerlendirme,Eksik Belge,1.2,,1.7
BAS00304,İnternet,İşletme Kredisi,Gaziantep,2024-05,62,8832,495188,571,1,1,1,1,Kullanım,,2.8,1.1,4.2
BAS00305,Mobil,İhtiyaç Kredisi,İzmir,2024-12,30,41467,80919,486,1,1,1,1,Kullanım,,2.2,0.7,3.3
BAS00306,Şube,İhtiyaç Kredisi,Antalya,2024-12,56,49655,27752,683,1,1,1,1,Kullanım,,1.2,0.4,2.1
BAS00307,Mobil,Taşıt Kredisi,İzmir,2024-05,33,29204,451157,599,1,1,1,1,Kullanım,,1.8,0.7,3.0
BAS00308,Çağrı Merkezi,İhtiyaç Kredisi,Antalya,2024-09,38,23839,197760,409,1,1,0,0,Değerlendirme,Yaş Sınırı,2.5,,2.6
BAS00309,Şube,Konut Kredisi,Antalya,2024-06,45,26978,1804897,517,1,1,1,1,Kullanım,,1.3,0.5,2.3
BAS00310,İnternet,Taşıt Kredisi,Gaziantep,2024-11,22,40605,402472,469,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.4,,1.6
BAS00311,Şube,Taşıt Kredisi,Gaziantep,2024-05,58,33342,303593,611,1,1,1,1,Kullanım,,0.8,0.6,1.7
BAS00312,Mobil,İhtiyaç Kredisi,İzmir,2024-07,30,15836,10000,427,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.9,,2.0
BAS00313,İnternet,İhtiyaç Kredisi,Adana,2024-08,53,17387,10000,594,1,1,1,1,Kullanım,,2.0,0.9,3.1
BAS00314,İnternet,İhtiyaç Kredisi,İstanbul,2024-07,22,18935,156856,435,1,1,1,1,Kullanım,,2.4,1.4,4.2
BAS00315,Çağrı Merkezi,İhtiyaç Kredisi,Ankara,2024-12,26,17097,149949,438,1,0,0,0,Başvuru,,,,0.2
BAS00316,Şube,İhtiyaç Kredisi,Konya,2024-07,26,12457,10000,525,1,1,1,1,Kullanım,,1.1,0.6,1.9
BAS00317,Çağrı Merkezi,Taşıt Kredisi,İstanbul,2024-09,37,66585,411797,605,1,1,1,1,Kullanım,,2.2,1.2,3.7
BAS00318,İnternet,Konut Kredisi,İzmir,2024-04,50,30363,1695280,645,1,0,0,0,Başvuru,,,,0.3
BAS00319,Şube,Taşıt Kredisi,Adana,2024-10,57,8000,440352,586,1,1,1,1,Kullanım,,1.1,0.5,2.0
BAS00320,İnternet,Taşıt Kredisi,Ankara,2024-12,51,8000,407174,520,1,1,1,1,Kullanım,,1.8,1.0,3.3
BAS00321,İnternet,Konut Kredisi,Bursa,2024-11,51,16360,1836362,561,1,1,1,0,Onaylandı,,2.5,1.0,3.7
BAS00322,Mobil,İşletme Kredisi,Konya,2024-03,21,8000,510738,563,1,1,0,0,Değerlendirme,Eksik Belge,1.5,,1.8
BAS00323,Şube,İşletme Kredisi,Bursa,2024-10,33,17861,619506,521,1,1,1,1,Kullanım,,1.2,0.1,1.7
BAS00324,Mobil,Konut Kredisi,Antalya,2024-06,41,26502,1787497,531,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.9,,2.2
BAS00325,Şube,İşletme Kredisi,Bursa,2024-05,40,45678,446069,548,1,1,1,1,Kullanım,,1.9,1.0,3.3
BAS00326,Mobil,Konut Kredisi,Ankara,2024-12,39,33743,1855362,609,1,1,1,1,Kullanım,,2.7,0.3,3.5
BAS00327,Mobil,İhtiyaç Kredisi,Bursa,2024-08,44,44513,82385,579,1,0,0,0,Başvuru,,,,0.4
BAS00328,Çağrı Merkezi,Taşıt Kredisi,Gaziantep,2024-01,21,20132,302300,543,1,0,0,0,Başvuru,,,,0.3
BAS00329,Mobil,Taşıt Kredisi,Bursa,2024-05,62,22951,216347,475,1,1,1,1,Kullanım,,1.6,0.8,2.6
BAS00330,Mobil,İşletme Kredisi,Bursa,2024-08,52,15290,470424,670,1,0,0,0,Başvuru,,,,0.2
BAS00331,Mobil,Taşıt Kredisi,İzmir,2024-10,45,28464,331190,539,1,0,0,0,Başvuru,,,,0.2
BAS00332,Mobil,İhtiyaç Kredisi,Konya,2024-07,39,38120,104191,569,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.5,,1.7
BAS00333,Şube,İhtiyaç Kredisi,Antalya,2024-04,29,15432,70608,512,1,0,0,0,Başvuru,,,,0.4
BAS00334,Mobil,Taşıt Kredisi,Antalya,2024-07,48,23703,402026,608,1,1,1,1,Kullanım,,1.8,1.0,3.2
BAS00335,İnternet,İhtiyaç Kredisi,İstanbul,2024-02,41,32900,339837,673,1,1,1,1,Kullanım,,2.5,1.7,4.5
BAS00336,Şube,İhtiyaç Kredisi,Adana,2024-05,30,46376,73059,413,1,1,1,1,Kullanım,,1.3,0.5,2.0
BAS00337,Mobil,İhtiyaç Kredisi,Gaziantep,2024-01,22,30891,175210,544,1,1,1,1,Kullanım,,1.0,0.9,2.0
BAS00338,Mobil,Taşıt Kredisi,Gaziantep,2024-04,45,29132,568436,560,1,1,1,1,Kullanım,,1.2,0.9,2.2
BAS00339,Şube,Konut Kredisi,Bursa,2024-12,22,49713,1664337,570,1,1,0,0,Değerlendirme,Yaş Sınırı,0.6,,0.9
BAS00340,Şube,İhtiyaç Kredisi,Bursa,2024-09,24,44640,142101,514,1,1,1,1,Kullanım,,0.8,0.1,1.3
BAS00341,İnternet,İşletme Kredisi,Bursa,2024-10,54,41050,321264,659,1,1,0,0,Değerlendirme,Yaş Sınırı,2.6,,2.8
BAS00342,Mobil,Taşıt Kredisi,İstanbul,2024-02,55,42861,384627,687,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.7,,1.9
BAS00343,Mobil,İhtiyaç Kredisi,Gaziantep,2024-05,58,14680,125411,674,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.2,,2.6
BAS00344,İnternet,Konut Kredisi,Adana,2024-10,32,22520,1839848,522,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.4,,1.6
BAS00345,İnternet,İşletme Kredisi,Antalya,2024-02,53,23618,432583,604,1,1,1,1,Kullanım,,1.2,0.6,2.1
BAS00346,Şube,Konut Kredisi,Adana,2024-05,52,55486,1864462,669,1,1,1,1,Kullanım,,0.8,0.2,1.3
BAS00347,Şube,Konut Kredisi,Ankara,2024-08,57,27718,1699441,658,1,1,1,1,Kullanım,,2.4,0.8,3.5
BAS00348,Mobil,İhtiyaç Kredisi,Bursa,2024-10,39,61321,174751,704,1,1,1,1,Kullanım,,2.1,0.8,3.3
BAS00349,Şube,İhtiyaç Kredisi,Antalya,2024-09,47,19559,43260,472,1,1,1,1,Kullanım,,1.3,-0.1,1.6
BAS00350,Mobil,Konut Kredisi,Ankara,2024-12,61,30702,1834219,551,1,0,0,0,Başvuru,,,,0.4
BAS00351,Mobil,Taşıt Kredisi,Adana,2024-08,58,44791,355206,587,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.0,,2.1
BAS00352,İnternet,İhtiyaç Kredisi,Ankara,2024-04,45,20667,10000,545,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.1,,2.3
BAS00353,Mobil,Konut Kredisi,Konya,2024-03,47,12369,1736544,578,1,1,1,1,Kullanım,,1.7,0.8,2.8
BAS00354,Mobil,İhtiyaç Kredisi,İzmir,2024-01,40,41425,117779,498,1,1,1,1,Kullanım,,1.3,0.5,2.2
BAS00355,Mobil,İhtiyaç Kredisi,Konya,2024-07,37,8815,74714,300,1,1,1,0,Onaylandı,,2.6,0.7,3.5
BAS00356,İnternet,Konut Kredisi,Bursa,2024-10,27,20269,1997344,480,1,1,1,1,Kullanım,,1.7,1.1,3.1
BAS00357,Şube,İşletme Kredisi,Bursa,2024-12,33,31695,480198,550,1,1,0,0,Değerlendirme,Eksik Belge,1.2,,1.5
BAS00358,Şube,Konut Kredisi,Antalya,2024-06,62,21279,1759245,697,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.2,,1.4
BAS00359,İnternet,Taşıt Kredisi,Konya,2024-03,46,10342,245929,579,1,1,1,1,Kullanım,,3.0,0.9,4.4
BAS00360,Mobil,İhtiyaç Kredisi,İzmir,2024-02,20,34443,10000,424,1,1,1,1,Kullanım,,1.9,0.5,2.7
BAS00361,İnternet,İhtiyaç Kredisi,İzmir,2024-08,60,44672,92659,631,1,0,0,0,Başvuru,,,,0.2
BAS00362,Mobil,Konut Kredisi,Bursa,2024-06,38,25589,1719915,618,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.3,,1.4
BAS00363,Mobil,Konut Kredisi,İzmir,2024-03,32,44320,1762001,574,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.2,,1.6
BAS00364,Mobil,Taşıt Kredisi,İstanbul,2024-06,58,39453,402246,666,1,1,1,1,Kullanım,,2.1,1.4,3.6
BAS00365,Mobil,İşletme Kredisi,Adana,2024-11,40,14193,434132,464,1,1,1,1,Kullanım,,1.1,0.5,2.0
BAS00366,Şube,Taşıt Kredisi,Gaziantep,2024-09,24,8000,352366,429,1,1,1,1,Kullanım,,0.7,1.0,1.9
BAS00367,Mobil,İşletme Kredisi,İzmir,2024-08,56,43338,510086,663,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.1,,2.4
BAS00368,İnternet,Konut Kredisi,Gaziantep,2024-01,57,31249,1803868,600,1,0,0,0,Başvuru,,,,0.1
BAS00369,Mobil,İşletme Kredisi,İzmir,2024-08,26,17193,384920,480,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.6,,1.8
BAS00370,İnternet,Taşıt Kredisi,Konya,2024-04,35,31204,245495,557,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.8,,2.3
BAS00371,Çağrı Merkezi,İhtiyaç Kredisi,Konya,2024-12,43,57258,19338,644,1,1,1,0,Onaylandı,,2.6,1.3,4.3
BAS00372,Mobil,Taşıt Kredisi,İstanbul,2024-03,44,32359,384115,521,1,1,1,0,Onaylandı,,1.6,1.0,2.8
BAS00373,Mobil,İhtiyaç Kredisi,İzmir,2024-09,36,21228,37501,537,1,1,1,1,Kullanım,,1.8,0.8,3.0
BAS00374,Mobil,İşletme Kredisi,Gaziantep,2024-10,27,41217,457979,354,1,1,1,0,Onaylandı,,2.1,1.4,3.7
BAS00375,Mobil,Konut Kredisi,İzmir,2024-12,22,29806,1706782,412,1,0,0,0,Başvuru,,,,0.2
BAS00376,Şube,Konut Kredisi,Ankara,2024-01,41,23587,1792936,340,1,1,1,1,Kullanım,,3.0,0.2,3.4
BAS00377,Şube,Taşıt Kredisi,Ankara,2024-02,55,14423,407958,567,1,1,1,1,Kullanım,,0.2,0.4,1.0
BAS00378,Çağrı Merkezi,Taşıt Kredisi,İzmir,2024-01,53,8000,309216,518,1,0,0,0,Başvuru,,,,0.2
BAS00379,Mobil,İşletme Kredisi,Bursa,2024-09,38,8000,400623,457,1,0,0,0,Başvuru,,,,0.5
BAS00380,Şube,İhtiyaç Kredisi,Adana,2024-01,46,19197,62781,530,1,1,1,1,Kullanım,,1.3,0.5,2.0
BAS00381,İnternet,İhtiyaç Kredisi,Gaziantep,2024-12,38,32504,171177,531,1,0,0,0,Başvuru,,,,0.1
BAS00382,İnternet,Taşıt Kredisi,Ankara,2024-01,37,8000,381365,531,1,0,0,0,Başvuru,,,,0.3
BAS00383,Şube,İhtiyaç Kredisi,İzmir,2024-10,36,18444,139060,372,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.8,,2.0
BAS00384,Şube,Konut Kredisi,Bursa,2024-10,41,24108,1776564,482,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.3,,1.5
BAS00385,İnternet,İşletme Kredisi,İzmir,2024-09,44,24287,423203,619,1,1,0,0,Değerlendirme,Yaş Sınırı,2.3,,2.4
